col0,country,country_code,geo_id_final,region,subnational_cases_7,subnational_cases_14,subnational_population,subnational_rate_14,national_cases_7,national_population,national_testing_rate,national_positivity_rate,subnational_testing_data,positivity_rate_combined,testing_rate_combined,colour,week
,Italy,IT,ITC3,Liguria,1618,3581,1550640,230.936903472115,82088,59641488,3334.60660807121,4.12749540051357,TRUE,3.40545546388281,3064.02517670123,Red,2021-17
,Italy,IT,ITC4,Lombardia,12394,26124,10060574,259.667092553566,82088,59641488,3334.60660807121,4.12749540051357,TRUE,4.07596809997534,3022.44186067316,Red,2021-17
,Italy,IT,ITF1,Abruzzo,1025,2160,1311580,164.686866222419,82088,59641488,3334.60660807121,4.12749540051357,TRUE,2.39390896139384,3264.53590326172,Red,2021-17
,Italy,IT,ITF2,Molise,190,424,305617,138.735737867985,82088,59641488,3334.60660807121,4.12749540051357,TRUE,4.29087624209575,1448.87228131943,Red,2021-17
,Italy,IT,ITF3,Campania,11643,24304,5801692,418.912275936054,82088,59641488,3334.60660807121,4.12749540051357,TRUE,7.0823321877186,2833.56993097876,Red,2021-17
,Italy,IT,ITF4,Puglia,7458,16301,4029053,404.586387917955,82088,59641488,3334.60660807121,4.12749540051357,TRUE,9.76050255202199,1896.47542487031,Red,2021-17
,Italy,IT,ITF5,Basilicata,920,2004,562869,356.033108947197,82088,59641488,3334.60660807121,4.12749540051357,TRUE,8.55177542294107,1911.27953395906,Red,2021-17
,Italy,IT,ITF6,Calabria,2634,5780,1947131,296.847002076388,82088,59641488,3334.60660807121,4.12749540051357,TRUE,10.4131251235422,1299.09081618032,Red,2021-17
,Italy,IT,ITG1,Sicilia,6348,14351,4999891,287.026257172406,82088,59641488,3334.60660807121,4.12749540051357,TRUE,3.72471821110257,3408.65430866393,Red,2021-17
,Italy,IT,ITG2,Sardegna,1286,3134,1639591,191.145230731323,82088,59641488,3334.60660807121,4.12749540051357,TRUE,5.30725104205357,1477.86856600213,Red,2021-17
,Italy,IT,ITH1,Provincia Autonoma di Bolzano/Bozen,477,955,531178,179.789072589603,82088,59641488,3334.60660807121,4.12749540051357,TRUE,0.837856352426622,10717.8761168573,Red,2021-17
,Italy,IT,ITH2,Provincia Autonoma di Trento,482,1069,541098,197.561255077638,82088,59641488,3334.60660807121,4.12749540051357,TRUE,3.32803977076573,2676.59462796019,Red,2021-17
,Italy,IT,ITH3,Veneto,5141,11559,4905854,235.616469629956,82088,59641488,3334.60660807121,4.12749540051357,TRUE,2.33960443801254,4479.09782883877,Red,2021-17
,Italy,IT,ITH4,Friuli-Venezia Giulia,917,2279,1215220,187.538058952288,82088,59641488,3334.60660807121,4.12749540051357,TRUE,1.90898492797069,3952.86450190089,Red,2021-17
,Italy,IT,ITH5,Emilia-Romagna,6061,12570,4459477,281.871618577694,82088,59641488,3334.60660807121,4.12749540051357,TRUE,3.36896285302962,4034.26231371975,Red,2021-17
,Italy,IT,ITI1,Toscana,5486,11688,3729641,313.381368340814,82088,59641488,3334.60660807121,4.12749540051357,TRUE,3.4086178508186,4315.29468922076,Red,2021-17
,Italy,IT,ITI2,Umbria,698,1418,882015,160.768240902933,82088,59641488,3334.60660807121,4.12749540051357,TRUE,1.60862851743449,4919.53084698106,Red,2021-17
,Italy,IT,ITI3,Marche,1612,3518,1525271,230.647537388438,82088,59641488,3334.60660807121,4.12749540051357,TRUE,6.04062055010118,1749.59072846727,Red,2021-17
,Italy,IT,ITI4,Lazio,7008,15042,5879082,255.856271438296,82088,59641488,3334.60660807121,4.12749540051357,TRUE,3.06320482559664,3891.42386515446,Red,2021-17
,Latvia,LV,LV00,Latvija,4406,8404,1919968,437.71562859381,4434,1907675,4865.60865975599,4.77698771816419,FALSE,4.77698771816419,4865.60865975599,Red,2021-17
,Liechtenstein,LI,LI0,Liechtenstein,45,112,38378,291.833863150764,,,,,FALSE,,,Grey - no data,2021-17
,Lithuania,LT,LT01,Sostinės regionas,3205,7076,810538,873.000402201994,8465,2794090,4989.38831605281,6.07210490072306,TRUE,5.88862145626252,6714.92268098473,Dark red,2021-17
,Lithuania,LT,LT02,Vidurio ir vakarų Lietuvos regionas,2986,6340,1983646,319.613479421227,8465,2794090,4989.38831605281,6.07210490072306,TRUE,3.51372659771008,4284.08092976267,Red,2021-17
,Luxembourg,LU,LU0,Luxembourg,1121,2351,613894,382.965137303834,1195,626108,8140.28889584545,2.34465438420939,FALSE,2.34465438420939,8140.28889584545,Red,2021-17
,Malta,MT,MT0,Malta,120,328,493559,66.4560873168152,165,514564,1994.89276358237,1.60740379931807,FALSE,1.60740379931807,1994.89276358237,Orange,2021-17
,Netherlands,NL,NL11,Groningen,1027,2254,583990,385.965513108101,49391,17407585,2672.23741834379,10.6177929884,FALSE,10.6177929884,2672.23741834379,Red,2021-17
,Netherlands,NL,NL12,Friesland (NL),1187,2640,647672,407.613730406749,49391,17407585,2672.23741834379,10.6177929884,FALSE,10.6177929884,2672.23741834379,Red,2021-17
,Netherlands,NL,NL13,Drenthe,890,1756,492167,356.789463738934,49391,17407585,2672.23741834379,10.6177929884,FALSE,10.6177929884,2672.23741834379,Red,2021-17
,Netherlands,NL,NL21,Overijssel,2983,6192,1156431,535.44050617806,49391,17407585,2672.23741834379,10.6177929884,FALSE,10.6177929884,2672.23741834379,Dark red,2021-17
,Netherlands,NL,NL22,Gelderland,6017,12634,2071972,609.757274712207,49391,17407585,2672.23741834379,10.6177929884,FALSE,10.6177929884,2672.23741834379,Dark red,2021-17
,Netherlands,NL,NL23,Flevoland,906,1976,416546,474.377379689158,49391,17407585,2672.23741834379,10.6177929884,FALSE,10.6177929884,2672.23741834379,Red,2021-17
,Netherlands,NL,NL31,Utrecht,3426,7513,1306912,574.866555667099,49391,17407585,2672.23741834379,10.6177929884,FALSE,10.6177929884,2672.23741834379,Dark red,2021-17
,Netherlands,NL,NL32,Noord-Holland,6703,14362,2853359,503.336593818023,49391,17407585,2672.23741834379,10.6177929884,FALSE,10.6177929884,2672.23741834379,Dark red,2021-17
,Netherlands,NL,NL33,Zuid-Holland,11844,25851,3709139,696.954198804628,49391,17407585,2672.23741834379,10.6177929884,FALSE,10.6177929884,2672.23741834379,Dark red,2021-17
,Netherlands,NL,NL34,Zeeland,1086,2365,383032,617.441884751144,49391,17407585,2672.23741834379,10.6177929884,FALSE,10.6177929884,2672.23741834379,Dark red,2021-17
,Netherlands,NL,NL41,Noord-Brabant,9104,19152,2544806,752.591749626494,49391,17407585,2672.23741834379,10.6177929884,FALSE,10.6177929884,2672.23741834379,Dark red,2021-17
,Netherlands,NL,NL42,Limburg (NL),4218,8968,1116137,803.485593614404,49391,17407585,2672.23741834379,10.6177929884,FALSE,10.6177929884,2672.23741834379,Dark red,2021-17
,Norway,NO,NOCSR03,Oslo,812,1676,681071,246.083007498484,2857,5367580,3208.87625335812,1.65874163226679,TRUE,2.65828586394291,4484.99495647297,Red,2021-17
,Norway,NO,NOCSR11,Rogaland,83,259,475654,54.4513448851476,2857,5367580,3208.87625335812,1.65874163226679,TRUE,0.887226082308926,1966.7657583033,Orange,2021-17
,Norway,NO,NOCSR15,Møre og Romsdal,94,183,264970,69.0644223874401,2857,5367580,3208.87625335812,1.65874163226679,TRUE,0.975002593092003,3638.52511605087,Orange,2021-17
,Norway,NO,NOCSR18,Nordland,19,39,242126,16.1073160255404,2857,5367580,3208.87625335812,1.65874163226679,TRUE,0.512682137075013,1530.60803052956,Green,2021-17
,Norway,NO,NOCSR30,Viken,765,1752,1227305,142.751801711881,2857,5367580,3208.87625335812,1.65874163226679,TRUE,1.93186696633753,3226.50034017624,Orange,2021-17
,Norway,NO,NOCSR34,Innlandet,174,330,371054,88.9358422224259,2857,5367580,3208.87625335812,1.65874163226679,TRUE,1.48388197168685,3160.1869269702,Orange,2021-17
,Norway,NO,NOCSR38,Vestfold og Telemark,318,489,417711,117.066584313078,2857,5367580,3208.87625335812,1.65874163226679,TRUE,2.20145379023884,3458.13253661024,Orange,2021-17
,Norway,NO,NOCSR42,Agder,196,479,305244,156.923641414737,2857,5367580,3208.87625335812,1.65874163226679,TRUE,1.54830555336125,4147.17406402747,Red,2021-17
,Norway,NO,NOCSR46,Vestland,230,461,633117,72.8143455317106,2857,5367580,3208.87625335812,1.65874163226679,TRUE,1.33876600698487,2713.55847339433,Orange,2021-17
,Norway,NO,NOCSR50,Trøndelag,32,74,465634,15.8923102694391,2857,5367580,3208.87625335812,1.65874163226679,TRUE,0.326430684484341,2105.30158880151,Green,2021-17
,Norway,NO,NOCSR54,Troms og Finnmark,12,27,244326,11.0508091648044,2857,5367580,3208.87625335812,1.65874163226679,TRUE,0.296150049358342,1658.43995317731,Green,2021-17
,Poland,PL,PL21,Małopolskie,3606,9295,3360545,276.592040874323,43433,37958138,1057.92333649243,10.815851860706,TRUE,11.2060660679325,957.553015954257,Red,2021-17
,Poland,PL,PL22,Śląskie,6840,17868,4488998,398.039829823938,43433,37958138,1057.92333649243,10.815851860706,TRUE,14.6447993833769,1040.45490775447,Red,2021-17
,Poland,PL,PL41,Wielkopolskie,4640,11571,3473172,333.153670477592,43433,37958138,1057.92333649243,10.815851860706,TRUE,14.0418835492071,951.406955946898,Red,2021-17
,Poland,PL,PL42,Zachodniopomorskie,2242,5454,1675502,325.514383152034,43433,37958138,1057.92333649243,10.815851860706,TRUE,12.2674545852484,1090.7775699462,Red,2021-17
,Poland,PL,PL43,Lubuskie,896,2494,1003310,248.577209436764,43433,37958138,1057.92333649243,10.815851860706,TRUE,7.44928500166279,1198.83186652181,Red,2021-17
,Poland,PL,PL51,Dolnośląskie,4441,11151,2865072,389.204878620851,43433,37958138,1057.92333649243,10.815851860706,TRUE,14.3698430674648,1078.68144325867,Red,2021-17
,Poland,PL,PL52,Opolskie,1401,3346,946038,353.685581340284,43433,37958138,1057.92333649243,10.815851860706,TRUE,11.9887044326545,1235.25693471087,Red,2021-17
,Poland,PL,PL61,Kujawsko-pomorskie,2178,5503,2055433,267.729475979027,43433,37958138,1057.92333649243,10.815851860706,TRUE,11.4372735388332,926.471453946687,Red,2021-17
,Poland,PL,PL62,Warmińsko-mazurskie,1060,2667,1404441,189.897617628651,43433,37958138,1057.92333649243,10.815851860706,TRUE,8.8881435519034,849.163475005358,Red,2021-17
,Poland,PL,PL63,Pomorskie,2168,5333,2305077,231.35886566913,43433,37958138,1057.92333649243,10.815851860706,TRUE,8.80620658840733,1068.0337359663,Red,2021-17
,Poland,PL,PL71,Łódzkie,3318,8199,2453167,334.221029387726,43433,37958138,1057.92333649243,10.815851860706,TRUE,11.5916713247624,1166.81823944314,Red,2021-17
,Poland,PL,PL72,Świętokrzyskie,1191,3232,1226243,263.56929254642,43433,37958138,1057.92333649243,10.815851860706,TRUE,10.536093418259,921.840124673495,Red,2021-17
,Poland,PL,PL81,Lubelskie,2094,5139,2097294,245.030024402873,43433,37958138,1057.92333649243,10.815851860706,TRUE,10.573621490608,944.264371137285,Red,2021-17
,Poland,PL,PL82,Podkarpackie,1146,3282,2086135,157.324430106393,43433,37958138,1057.92333649243,10.815851860706,TRUE,5.94583376569472,923.909526468805,Red,2021-17
,Poland,PL,PL84,Podlaskie,730,1846,1152074,160.232762825999,43433,37958138,1057.92333649243,10.815851860706,TRUE,8.98682752677582,705.076236422313,Red,2021-17
,Poland,PL,PL92X,Mazowiecki regionalny,5442,13936,5380311,259.018484247472,43433,37958138,1057.92333649243,10.815851860706,TRUE,9.24331210191083,1094.26759902913,Red,2021-17
,Portugal,PT,PT1,Continente,2437,5573,9798859,56.873968693702,2819,10295909,3190.69447874879,0.858114340159082,TRUE,0.810321036093701,3069.18387130583,Orange,2021-17
,Portugal,PT,PT2,Região Autónoma dos Açores,91,225,242796,92.6703899570009,2819,10295909,3190.69447874879,0.858114340159082,TRUE,0.889627529572783,4213.00186164517,Orange,2021-17
,Portugal,PT,PT3,Região Autónoma da Madeira,111,258,254254,101.473329819787,2819,10295909,3190.69447874879,0.858114340159082,TRUE,0.632947482465644,6897.43327538603,Orange,2021-17
,Romania,RO,RO11,Nord-Vest,1260,3374,2552112,132.204229281474,10817,19328838,848.530056488652,6.59528934034912,FALSE,6.59528934034912,848.530056488652,Red,2021-17
,Romania,RO,RO12,Centru,1542,3721,2318272,160.507481434448,10817,19328838,848.530056488652,6.59528934034912,FALSE,6.59528934034912,848.530056488652,Red,2021-17
,Romania,RO,RO21,Nord-Est,980,2560,3198564,80.0359161173577,10817,19328838,848.530056488652,6.59528934034912,FALSE,6.59528934034912,848.530056488652,Red,2021-17
,Romania,RO,RO22,Sud-Est,1057,2800,2396171,116.853096043646,10817,19328838,848.530056488652,6.59528934034912,FALSE,6.59528934034912,848.530056488652,Red,2021-17
,Romania,RO,RO31,Sud-Muntenia,1372,3343,2929832,114.102105513217,10817,19328838,848.530056488652,6.59528934034912,FALSE,6.59528934034912,848.530056488652,Red,2021-17
,Romania,RO,RO32,Bucureşti-Ilfov,2171,5541,2315173,239.33416638843,10817,19328838,848.530056488652,6.59528934034912,FALSE,6.59528934034912,848.530056488652,Red,2021-17
,Romania,RO,RO41,Sud-Vest Oltenia,681,1791,1926860,92.9491504312716,10817,19328838,848.530056488652,6.59528934034912,FALSE,6.59528934034912,848.530056488652,Red,2021-17
,Romania,RO,RO42,Vest,1013,2725,1777474,153.307446409905,10817,19328838,848.530056488652,6.59528934034912,FALSE,6.59528934034912,848.530056488652,Red,2021-17
,Slovakia,SK,SK01,Bratislavský kraj,258,568,659598,86.1130567406208,3218,5457873,1590.14326643365,3.70788588284095,FALSE,3.70788588284095,1590.14326643365,Orange,2021-17
,Slovakia,SK,SK02,Západné Slovensko,864,2013,1826145,110.232210476167,3218,5457873,1590.14326643365,3.70788588284095,FALSE,3.70788588284095,1590.14326643365,Orange,2021-17
,Slovakia,SK,SK03,Stredné Slovensko,823,1977,1339242,147.620818343511,3218,5457873,1590.14326643365,3.70788588284095,FALSE,3.70788588284095,1590.14326643365,Orange,2021-17
,Slovakia,SK,SK04,Východné Slovensko,1166,2342,1625436,144.084417965395,3218,5457873,1590.14326643365,3.70788588284095,FALSE,3.70788588284095,1590.14326643365,Orange,2021-17
,Slovenia,SI,SI03,Vzhodna Slovenija,2599,5404,1094435,493.770758427865,4664,2095861,8239.38228727955,2.70085588872288,FALSE,2.70085588872288,8239.38228727955,Red,2021-17
,Slovenia,SI,SI04,Zahodna Slovenija,2133,4255,986473,431.334663999927,4664,2095861,8239.38228727955,2.70085588872288,FALSE,2.70085588872288,8239.38228727955,Red,2021-17
,Spain,ES,ES11,Galicia,1300,2742,2700441,101.538970856982,51961,47332614,1775.96149665429,6.18135185323973,TRUE,1.88433106247282,2554.76790642714,Orange,2021-17
,Spain,ES,ES12,Principado de Asturias,583,1392,1022205,136.176207316536,51961,47332614,1775.96149665429,6.18135185323973,TRUE,3.05828043854587,1864.8901149965,Orange,2021-17
,Spain,ES,ES13,Cantabria,749,1480,581641,254.45248873446,51961,47332614,1775.96149665429,6.18135185323973,TRUE,5.33741894106748,2412.65660433154,Red,2021-17
,Spain,ES,ES21,País Vasco,5095,11282,2177880,518.026704868955,51961,47332614,1775.96149665429,6.18135185323973,TRUE,7.9865193196959,2929.22475067497,Dark red,2021-17
,Spain,ES,ES22,Comunidad Foral de Navarra,1016,2215,649946,340.79754318051,51961,47332614,1775.96149665429,6.18135185323973,TRUE,5.46706844597503,2859.31446612488,Red,2021-17
,Spain,ES,ES23,La Rioja,441,917,313571,292.437757318119,51961,47332614,1775.96149665429,6.18135185323973,TRUE,4.30369864350542,3267.84045718514,Red,2021-17
,Spain,ES,ES24,Aragón,2194,3947,1320586,298.882465814419,51961,47332614,1775.96149665429,6.18135185323973,TRUE,10.7723277851426,1542.26987110268,Red,2021-17
,Spain,ES,ES30,Comunidad de Madrid,12873,26837,6641649,404.0713383077,51961,47332614,1775.96149665429,6.18135185323973,TRUE,8.70497224119393,2226.57053993669,Red,2021-17
,Spain,ES,ES41,Castilla y León,2235,4506,2407733,187.146996780789,51961,47332614,1775.96149665429,6.18135185323973,TRUE,6.06200330901299,1531.27443948312,Red,2021-17
,Spain,ES,ES42,Castilla-La Mancha,2345,4862,2034877,238.933360591328,51961,47332614,1775.96149665429,6.18135185323973,TRUE,9.72544790975448,1184.93648510451,Red,2021-17
,Spain,ES,ES43,Extremadura,560,1135,1065424,106.530357866915,51961,47332614,1775.96149665429,6.18135185323973,TRUE,2.32616100357232,2259.56989893226,Orange,2021-17
,Spain,ES,ES51,Cataluña,10987,24714,7566431,326.626913005617,51961,47332614,1775.96149665429,6.18135185323973,TRUE,6.15180461147381,2360.39950671591,Red,2021-17
,Spain,ES,ES52,Comunitat Valenciana,1118,2342,4974969,47.0756702202567,51961,47332614,1775.96149665429,6.18135185323973,TRUE,2.80763435459568,800.406997510939,Orange,2021-17
,Spain,ES,ES53,Illes Balears,411,763,1188220,64.2136978000707,51961,47332614,1775.96149665429,6.18135185323973,TRUE,1.92993989481593,1792.26069246436,Orange,2021-17
,Spain,ES,ES61,Andalucía,8470,19356,8427405,229.679242898615,51961,47332614,1775.96149665429,6.18135185323973,TRUE,8.13789260287661,1235.03023765916,Red,2021-17
,Spain,ES,ES62,Región de Murcia,453,1011,1487663,67.9589396254394,51961,47332614,1775.96149665429,6.18135185323973,TRUE,3.20118719525122,951.223496181595,Orange,2021-17
,Spain,ES,ES63,Ciudad de Ceuta,39,125,84829,147.355267656108,51961,47332614,1775.96149665429,6.18135185323973,TRUE,2.70645385149202,1698.71152553962,Orange,2021-17
,Spain,ES,ES64,Ciudad de Melilla,99,305,84689,360.141222590891,51961,47332614,1775.96149665429,6.18135185323973,TRUE,7.93269230769231,1473.6270353883,Red,2021-17
,Spain,ES,ES70,Canarias,993,2145,2206901,97.1951165910931,51961,47332614,1775.96149665429,6.18135185323973,TRUE,3.10710597953628,1448.13926859429,Orange,2021-17
,Sweden,SE,SE11,Stockholm,8387,16749,2344124,714.509983260271,35369,10327589,3060.8111922347,11.1888974654232,FALSE,11.1888974654232,3060.8111922347,Dark red,2021-17
,Sweden,SE,SE12,Östra Mellansverige,6432,13340,1708813,780.65885500637,35369,10327589,3060.8111922347,11.1888974654232,FALSE,11.1888974654232,3060.8111922347,Dark red,2021-17
,Sweden,SE,SE21,Småland med öarna,3495,6893,864630,797.219619953043,35369,10327589,3060.8111922347,11.1888974654232,FALSE,11.1888974654232,3060.8111922347,Dark red,2021-17
,Sweden,SE,SE22,Sydsverige,4806,9306,1521848,611.49339487255,35369,10327589,3060.8111922347,11.1888974654232,FALSE,11.1888974654232,3060.8111922347,Dark red,2021-17
,Sweden,SE,SE23,Västsverige,6078,12699,2039166,622.754596732194,35369,10327589,3060.8111922347,11.1888974654232,FALSE,11.1888974654232,3060.8111922347,Dark red,2021-17
,Sweden,SE,SE31,Norra Mellansverige,2696,5782,855220,676.083346975047,35369,10327589,3060.8111922347,11.1888974654232,FALSE,11.1888974654232,3060.8111922347,Dark red,2021-17
,Sweden,SE,SE32,Mellersta Norrland,1749,3774,375733,1004.43666113969,35369,10327589,3060.8111922347,11.1888974654232,FALSE,11.1888974654232,3060.8111922347,Dark red,2021-17
,Sweden,SE,SE33,Övre Norrland,1657,3181,520651,610.965886937699,35369,10327589,3060.8111922347,11.1888974654232,FALSE,11.1888974654232,3060.8111922347,Dark red,2021-17
